CP3wA5	Lachnospiraceae
CP3wA7	Bifidobacteriaceae
CP3wA8	Bifidobacteriaceae
CP3wA10	Ruminococcaceae
CP3wA11	Bifidobacteriaceae
CP3wA12	Acidibacter
CP3wA13	Bifidobacteriaceae
CP3wA16	Bifidobacteriaceae
CP3wA18	Bifidobacteriaceae
CP3wA19	Bacteroidaceae
CP3wA21	Bifidobacteriaceae
CP3wA22	Bifidobacteriaceae
CP3wB1	Bifidobacteriaceae
CP3wB2	Lachnospiraceae
CP3wB4	Bifidobacteriaceae
CP3wB5	Bifidobacteriaceae
CP3wB8	Bifidobacteriaceae
CP3wB10	Bifidobacteriaceae
CP3wB11	Ruminococcaceae
CP3wB12	Bifidobacteriaceae
CP3wB13	Bacteroidaceae
CP3wB14	Bifidobacteriaceae
CP3wB17	Bifidobacteriaceae
CP3wB18	Bifidobacteriaceae
CP3wB19	Lachnospiraceae
CP3wB20	Bacteroidaceae
CP3wB21	Lachnospiraceae
CP3wB22	Bifidobacteriaceae
CP3wB23	Bifidobacteriaceae
CP3wC8	Bifidobacteriaceae
CP3wC10	Bacteroidaceae
CP3wC11	Bacteroidaceae
CP3wC12	Bacteroidaceae
CP3wC15	Bifidobacteriaceae
CP3wC17	Bifidobacteriaceae
CP3wC20	Bifidobacteriaceae
CP3wC21	Bifidobacteriaceae
CP3wD2	Bifidobacteriaceae
CP3wD4	Bifidobacteriaceae
CP3wD6	Bifidobacteriaceae
CP3wD7	Ruminococcaceae
CP3wD8	Bifidobacteriaceae
CP3wD9	Lachnospiraceae
CP3wD10	Bifidobacteriaceae
CP3wD11	Bifidobacteriaceae
CP3wD13	Bifidobacteriaceae
CP3wD15	Ruminococcaceae
CP3wD16	Bacteroidaceae
CP3wD17	Bifidobacteriaceae
CP3wD18	Bifidobacteriaceae
CP3wD21	Bifidobacteriaceae
CP3wD23	Bifidobacteriaceae
CP3wD24	Bifidobacteriaceae
CP3wE5	Bacteroidaceae
CP3wE6	Bifidobacteriaceae
CP3wE7	Bacteroidaceae
CP3wE9	Burkholderiaceae
CP3wE10	Bifidobacteriaceae
CP3wE12	Bifidobacteriaceae
CP3wE13	Bifidobacteriaceae
CP3wE14	Lachnospiraceae
CP3wE15	Bifidobacteriaceae
CP3wE16	Lachnospiraceae
CP3wE17	Bifidobacteriaceae
CP3wE18	Bacteroidaceae
CP3wE19	Bifidobacteriaceae
CP3wE20	Bifidobacteriaceae
CP3wE21	Bifidobacteriaceae
CP3wE22	Bifidobacteriaceae
CP3wF1	Bifidobacteriaceae
CP3wF4	Lachnospiraceae
CP3wF5	Bifidobacteriaceae
CP3wF6	Bifidobacteriaceae
CP3wF7	Bifidobacteriaceae
CP3wF8	Porphyromonadaceae
CP3wF10	Bifidobacteriaceae
CP3wF11	Bacteroidaceae
CP3wF12	Bacteroidaceae
CP3wF13	Bifidobacteriaceae
CP3wF14	Bifidobacteriaceae
CP3wF15	Bifidobacteriaceae
CP3wF16	Bifidobacteriaceae
CP3wF17	Bifidobacteriaceae
CP3wF18	Ruminococcaceae
CP3wF19	Bacteroidaceae
CP3wF20	Bifidobacteriaceae
CP3wF21	Bifidobacteriaceae
CP3wF22	Bifidobacteriaceae
CP3wF23	Bifidobacteriaceae
CP3wF24	Bifidobacteriaceae
CP3wG3	Bifidobacteriaceae
CP3wG4	Bacteroidaceae
CP3wG5	Lachnospiraceae
CP3wG7	Bacteroidaceae
CP3wG8	Ruminococcaceae
CP3wG9	Bifidobacteriaceae
CP3wG10	Bifidobacteriaceae
CP3wG11	Bacteroidaceae
CP3wG12	Bifidobacteriaceae
CP3wG13	Bifidobacteriaceae
CP3wG14	Bifidobacteriaceae
CP3wG15	Bifidobacteriaceae
CP3wG16	Bifidobacteriaceae
CP3wG17	Bifidobacteriaceae
CP3wG18	Bifidobacteriaceae
CP3wG19	Ruminococcaceae
CP3wG20	Bifidobacteriaceae
CP3wG21	Bifidobacteriaceae
CP3wG22	Bifidobacteriaceae
CP3wG23	Bifidobacteriaceae
CP3wG24	Bifidobacteriaceae
CP3wH1	Bifidobacteriaceae
CP3wH3	Bifidobacteriaceae
CP3wH4	Bifidobacteriaceae
CP3wH6	Bifidobacteriaceae
CP3wH7	Bifidobacteriaceae
CP3wH8	Bifidobacteriaceae
CP3wH9	Bifidobacteriaceae
CP3wH10	Ruminococcaceae
CP3wH11	Bifidobacteriaceae
CP3wH12	Bifidobacteriaceae
CP3wH13	Porphyromonadaceae
CP3wH14	Bacteroidaceae
CP3wH15	Bifidobacteriaceae
CP3wH16	Bifidobacteriaceae
CP3wH17	Bifidobacteriaceae
CP3wH18	Bifidobacteriaceae
CP3wH20	Bifidobacteriaceae
CP3wH21	Bifidobacteriaceae
CP3wH22	Bifidobacteriaceae
CP3wI1	Bifidobacteriaceae
CP3wI2	Bifidobacteriaceae
CP3wI3	Bifidobacteriaceae
CP3wI4	Bifidobacteriaceae
CP3wI5	Bifidobacteriaceae
CP3wI6	Bifidobacteriaceae
CP3wI7	Bacteroidaceae
CP3wI8	Bifidobacteriaceae
CP3wI9	Bifidobacteriaceae
CP3wI10	Bifidobacteriaceae
CP3wI11	Bifidobacteriaceae
CP3wI12	Bifidobacteriaceae
CP3wI13	Bacteroidaceae
CP3wI14	Lachnospiraceae
CP3wI15	Bifidobacteriaceae
CP3wI16	Bifidobacteriaceae
CP3wI17	Bifidobacteriaceae
CP3wI18	Veillonellaceae
CP3wI19	Bifidobacteriaceae
CP3wI21	Bifidobacteriaceae
CP3wI22	Bifidobacteriaceae
CP3wI23	Bifidobacteriaceae
CP3wJ1	Bifidobacteriaceae
CP3wJ2	Bifidobacteriaceae
CP3wJ5	Bifidobacteriaceae
CP3wJ6	Bifidobacteriaceae
CP3wJ8	Bifidobacteriaceae
CP3wJ9	Bifidobacteriaceae
CP3wJ11	Bacteroidaceae
CP3wJ12	Bifidobacteriaceae
CP3wJ13	Bifidobacteriaceae
CP3wJ14	Lachnospiraceae
CP3wJ15	Bifidobacteriaceae
CP3wJ16	Lachnospiraceae
CP3wJ17	Bifidobacteriaceae
CP3wJ18	Bifidobacteriaceae
CP3wJ19	Bacteroidaceae
CP3wJ20	Bifidobacteriaceae
CP3wJ21	Bifidobacteriaceae
CP3wJ23	Lachnospiraceae
CP3wJ24	Bifidobacteriaceae
CP3wK3	Bifidobacteriaceae
CP3wK4	Bifidobacteriaceae
CP3wK5	Bifidobacteriaceae
CP3wK6	Bacteroidaceae
CP3wK7	Bifidobacteriaceae
CP3wK8	Bifidobacteriaceae
CP3wK9	Bifidobacteriaceae
CP3wK10	Bifidobacteriaceae
CP3wK11	Bifidobacteriaceae
CP3wK12	Bifidobacteriaceae
CP3wK13	Lachnospiraceae
CP3wK14	Bifidobacteriaceae
CP3wK15	Erysipelotrichaceae
CP3wK16	Bifidobacteriaceae
CP3wK17	Bifidobacteriaceae
CP3wK18	Ruminococcaceae
CP3wK19	Eggerthellaceae
CP3wK20	Lachnospiraceae
CP3wK21	Bifidobacteriaceae
CP3wK22	Bifidobacteriaceae
CP3wK23	Lachnospiraceae
CP3wL1	Bifidobacteriaceae
CP3wL2	Bifidobacteriaceae
CP3wL3	Bifidobacteriaceae
CP3wL4	Porphyromonadaceae
CP3wL5	Bifidobacteriaceae
CP3wL6	Bifidobacteriaceae
CP3wL7	Bifidobacteriaceae
CP3wL8	Bifidobacteriaceae
CP3wL9	Bifidobacteriaceae
CP3wL10	Bifidobacteriaceae
CP3wL11	Bifidobacteriaceae
CP3wL12	Bifidobacteriaceae
CP3wL13	Bifidobacteriaceae
CP3wL14	Ruminococcaceae
CP3wL15	Bifidobacteriaceae
CP3wL16	Bifidobacteriaceae
CP3wL17	Bifidobacteriaceae
CP3wL18	Bifidobacteriaceae
CP3wL19	Bifidobacteriaceae
CP3wL20	Bifidobacteriaceae
CP3wL21	Bifidobacteriaceae
CP3wL22	Bifidobacteriaceae
CP3wL23	Bifidobacteriaceae
CP3wM1	Lachnospiraceae
CP3wM3	Ruminococcaceae
CP3wM4	Bifidobacteriaceae
CP3wM5	Bifidobacteriaceae
CP3wM6	Bifidobacteriaceae
CP3wM7	Bifidobacteriaceae
CP3wM8	Bifidobacteriaceae
CP3wM9	Bifidobacteriaceae
CP3wM11	Ruminococcaceae
CP3wM12	Lachnospiraceae
CP3wM13	Bifidobacteriaceae
CP3wM14	Bacteroidaceae
CP3wM16	Bifidobacteriaceae
CP3wM17	Bifidobacteriaceae
CP3wM18	Porphyromonadaceae
CP3wM19	Ruminococcaceae
CP3wM21	Bifidobacteriaceae
CP3wM22	Bifidobacteriaceae
CP3wM23	Bifidobacteriaceae
CP3wN1	Bifidobacteriaceae
CP3wN2	Bifidobacteriaceae
CP3wN4	Bifidobacteriaceae
CP3wN5	Bifidobacteriaceae
CP3wN6	Porphyromonadaceae
CP3wN7	Bifidobacteriaceae
CP3wN8	Bifidobacteriaceae
CP3wN9	Bifidobacteriaceae
CP3wN10	Bifidobacteriaceae
CP3wN11	Bifidobacteriaceae
CP3wN12	Bifidobacteriaceae
CP3wN13	Bifidobacteriaceae
CP3wN15	Bifidobacteriaceae
CP3wN17	Bifidobacteriaceae
CP3wN18	Bifidobacteriaceae
CP3wN19	Bifidobacteriaceae
